date_time,heart_zone_id,total_minutes
2023-09-20T15:40,FAT_BURN,1
2023-09-20T15:44,FAT_BURN,1
2023-09-20T16:38,FAT_BURN,1
2023-09-20T16:39,FAT_BURN,1
2023-09-20T17:58,FAT_BURN,1
2023-09-20T17:59,FAT_BURN,1
2023-09-20T19:01,FAT_BURN,1
2023-09-20T19:02,FAT_BURN,1
2023-09-20T19:26,FAT_BURN,1
2023-09-20T19:27,FAT_BURN,1
2023-09-20T19:28,FAT_BURN,1
2023-09-20T19:31,FAT_BURN,1
2023-09-20T21:59,FAT_BURN,1
2023-09-20T22:01,FAT_BURN,1
2023-09-21T03:41,FAT_BURN,1
2023-09-21T03:42,FAT_BURN,1
2023-09-21T11:40,FAT_BURN,1
2023-09-21T11:41,FAT_BURN,1
2023-09-21T11:43,FAT_BURN,1
2023-09-21T11:44,FAT_BURN,1
2023-09-21T11:45,CARDIO,2
2023-09-21T11:46,CARDIO,2
2023-09-21T11:47,CARDIO,2
2023-09-21T11:48,CARDIO,2
2023-09-21T11:49,CARDIO,2
2023-09-21T11:50,FAT_BURN,1
2023-09-21T11:51,FAT_BURN,1
2023-09-21T11:52,FAT_BURN,1
2023-09-21T11:53,FAT_BURN,1
2023-09-21T11:54,CARDIO,2
2023-09-21T11:55,CARDIO,2
2023-09-21T11:57,FAT_BURN,1
2023-09-21T13:08,CARDIO,2
2023-09-21T13:09,FAT_BURN,1
2023-09-21T13:10,FAT_BURN,1
2023-09-21T13:11,FAT_BURN,1
2023-09-21T13:12,FAT_BURN,1
2023-09-21T13:13,FAT_BURN,1
2023-09-21T13:14,FAT_BURN,1
2023-09-21T13:15,FAT_BURN,1
2023-09-21T13:16,FAT_BURN,1
2023-09-21T13:18,FAT_BURN,1
2023-09-21T13:19,FAT_BURN,1
2023-09-21T13:21,FAT_BURN,1
2023-09-21T13:22,FAT_BURN,1
2023-09-21T13:23,FAT_BURN,1
2023-09-21T14:04,FAT_BURN,1
2023-09-21T14:05,FAT_BURN,1
2023-09-21T14:06,FAT_BURN,1
2023-09-21T14:07,FAT_BURN,1
2023-09-21T14:08,FAT_BURN,1
2023-09-21T14:09,FAT_BURN,1
2023-09-21T14:10,FAT_BURN,1
2023-09-21T14:11,FAT_BURN,1
2023-09-21T14:12,FAT_BURN,1
2023-09-21T14:13,FAT_BURN,1
2023-09-21T14:16,FAT_BURN,1
2023-09-21T15:42,FAT_BURN,1
2023-09-21T15:43,FAT_BURN,1
2023-09-21T15:44,CARDIO,2
2023-09-21T15:45,FAT_BURN,1
2023-09-21T15:50,FAT_BURN,1
2023-09-21T15:51,FAT_BURN,1
2023-09-21T15:52,FAT_BURN,1
2023-09-21T15:53,CARDIO,2
2023-09-21T16:21,FAT_BURN,1
2023-09-21T16:22,CARDIO,2
2023-09-21T16:23,CARDIO,2
2023-09-21T16:24,FAT_BURN,1
2023-09-21T16:25,FAT_BURN,1
2023-09-21T16:26,FAT_BURN,1
2023-09-21T16:27,FAT_BURN,1
2023-09-21T17:21,FAT_BURN,1
2023-09-21T17:22,FAT_BURN,1
2023-09-21T17:26,FAT_BURN,1
2023-09-21T17:27,FAT_BURN,1
2023-09-21T17:30,FAT_BURN,1
2023-09-21T19:14,FAT_BURN,1
2023-09-21T19:23,FAT_BURN,1
2023-09-21T21:02,FAT_BURN,1
2023-09-21T21:03,FAT_BURN,1
2023-09-21T21:04,FAT_BURN,1
2023-09-21T21:05,FAT_BURN,1
2023-09-21T21:06,FAT_BURN,1
2023-09-21T21:15,FAT_BURN,1
2023-09-21T21:25,CARDIO,2
2023-09-21T21:28,FAT_BURN,1
2023-09-21T21:29,CARDIO,2
2023-09-21T21:30,CARDIO,2
2023-09-21T21:31,PEAK,2
2023-09-21T21:32,CARDIO,2
2023-09-21T21:33,FAT_BURN,1
2023-09-21T21:34,FAT_BURN,1
2023-09-21T21:35,FAT_BURN,1
2023-09-21T21:36,FAT_BURN,1
2023-09-21T21:37,FAT_BURN,1
2023-09-21T21:38,FAT_BURN,1
2023-09-21T21:39,FAT_BURN,1
2023-09-21T21:40,FAT_BURN,1
2023-09-21T21:41,FAT_BURN,1
2023-09-21T21:42,FAT_BURN,1
2023-09-21T21:43,FAT_BURN,1
2023-09-21T21:44,FAT_BURN,1
2023-09-21T21:45,FAT_BURN,1
2023-09-21T21:46,CARDIO,2
2023-09-21T21:47,FAT_BURN,1
2023-09-21T21:48,CARDIO,2
2023-09-21T21:49,CARDIO,2
2023-09-21T21:50,CARDIO,2
2023-09-21T21:51,FAT_BURN,1
2023-09-21T21:52,CARDIO,2
2023-09-21T21:53,CARDIO,2
2023-09-21T21:54,CARDIO,2
2023-09-21T21:55,CARDIO,2
2023-09-21T21:56,CARDIO,2
2023-09-21T21:57,CARDIO,2
2023-09-21T21:58,CARDIO,2
2023-09-21T21:59,FAT_BURN,1
2023-09-21T22:00,FAT_BURN,1
2023-09-21T22:01,FAT_BURN,1
2023-09-21T22:03,FAT_BURN,1
2023-09-21T22:04,FAT_BURN,1
2023-09-21T22:05,FAT_BURN,1
2023-09-21T22:06,CARDIO,2
2023-09-21T22:07,FAT_BURN,1
2023-09-21T22:08,FAT_BURN,1
2023-09-21T22:09,FAT_BURN,1
2023-09-21T22:10,FAT_BURN,1
2023-09-21T22:11,FAT_BURN,1
2023-09-21T22:12,FAT_BURN,1
2023-09-21T22:20,FAT_BURN,1
2023-09-21T22:21,FAT_BURN,1
2023-09-21T22:22,FAT_BURN,1
2023-09-21T22:23,FAT_BURN,1
2023-09-21T22:24,CARDIO,2
2023-09-21T22:25,CARDIO,2
2023-09-21T22:26,CARDIO,2
2023-09-21T22:27,CARDIO,2
2023-09-21T22:28,CARDIO,2
2023-09-21T22:29,FAT_BURN,1
2023-09-21T22:30,FAT_BURN,1
2023-09-21T22:31,CARDIO,2
2023-09-21T22:32,FAT_BURN,1
2023-09-21T22:33,CARDIO,2
2023-09-21T22:34,FAT_BURN,1
2023-09-21T22:35,FAT_BURN,1
2023-09-21T22:36,FAT_BURN,1
2023-09-21T22:37,FAT_BURN,1
2023-09-21T22:38,FAT_BURN,1
2023-09-21T22:39,FAT_BURN,1
2023-09-21T22:40,CARDIO,2
2023-09-21T22:41,CARDIO,2
2023-09-21T22:42,FAT_BURN,1
2023-09-21T22:43,FAT_BURN,1
2023-09-21T22:44,CARDIO,2
2023-09-21T22:45,CARDIO,2
2023-09-21T22:46,CARDIO,2
2023-09-21T22:47,CARDIO,2
2023-09-21T22:48,FAT_BURN,1
2023-09-21T22:49,CARDIO,2
2023-09-21T22:50,CARDIO,2
2023-09-21T22:51,CARDIO,2
2023-09-21T22:52,FAT_BURN,1
2023-09-21T22:53,FAT_BURN,1
2023-09-21T22:54,FAT_BURN,1
2023-09-21T22:55,FAT_BURN,1
2023-09-21T22:56,FAT_BURN,1
2023-09-21T22:57,FAT_BURN,1
2023-09-21T22:58,FAT_BURN,1
2023-09-21T22:59,FAT_BURN,1
2023-09-21T23:00,FAT_BURN,1
2023-09-21T23:01,FAT_BURN,1
2023-09-21T23:02,FAT_BURN,1
2023-09-21T23:03,FAT_BURN,1
2023-09-21T23:04,FAT_BURN,1
2023-09-21T23:05,FAT_BURN,1
2023-09-21T23:10,FAT_BURN,1
2023-09-21T23:11,CARDIO,2
2023-09-21T23:12,FAT_BURN,1
2023-09-21T23:17,FAT_BURN,1
2023-09-21T23:18,FAT_BURN,1
2023-09-21T23:26,FAT_BURN,1
2023-09-21T23:27,CARDIO,2
2023-09-21T23:30,FAT_BURN,1
2023-09-21T23:31,FAT_BURN,1
2023-09-21T23:32,FAT_BURN,1
2023-09-21T23:33,FAT_BURN,1
2023-09-21T23:35,FAT_BURN,1
2023-09-21T23:36,FAT_BURN,1
2023-09-21T23:37,FAT_BURN,1
2023-09-21T23:38,FAT_BURN,1
2023-09-21T23:39,FAT_BURN,1
2023-09-21T23:40,FAT_BURN,1
2023-09-21T23:41,FAT_BURN,1
2023-09-21T23:42,FAT_BURN,1
2023-09-21T23:43,FAT_BURN,1
2023-09-21T23:45,FAT_BURN,1
2023-09-21T23:46,FAT_BURN,1
2023-09-21T23:47,FAT_BURN,1
2023-09-21T23:48,FAT_BURN,1
2023-09-21T23:49,FAT_BURN,1
2023-09-21T23:50,FAT_BURN,1
2023-09-21T23:51,FAT_BURN,1
2023-09-21T23:53,FAT_BURN,1
2023-09-21T23:54,FAT_BURN,1
2023-09-21T23:55,FAT_BURN,1
2023-09-21T23:56,FAT_BURN,1
2023-09-21T23:57,FAT_BURN,1
2023-09-21T23:58,FAT_BURN,1
2023-09-21T23:59,FAT_BURN,1
2023-09-22T00:00,FAT_BURN,1
2023-09-22T00:01,FAT_BURN,1
2023-09-22T00:02,FAT_BURN,1
2023-09-22T00:03,FAT_BURN,1
2023-09-22T00:04,FAT_BURN,1
2023-09-22T00:05,FAT_BURN,1
2023-09-22T00:06,FAT_BURN,1
2023-09-22T00:07,FAT_BURN,1
2023-09-22T00:08,FAT_BURN,1
2023-09-22T00:09,FAT_BURN,1
2023-09-22T00:10,FAT_BURN,1
2023-09-22T00:11,FAT_BURN,1
2023-09-22T00:12,FAT_BURN,1
2023-09-22T00:13,FAT_BURN,1
2023-09-22T00:40,FAT_BURN,1
2023-09-22T00:44,FAT_BURN,1
2023-09-22T00:46,FAT_BURN,1
2023-09-22T00:49,FAT_BURN,1
2023-09-22T00:50,FAT_BURN,1
2023-09-22T00:51,FAT_BURN,1
2023-09-22T00:52,CARDIO,2
2023-09-22T00:53,CARDIO,2
2023-09-22T00:54,FAT_BURN,1
2023-09-22T00:55,FAT_BURN,1
2023-09-22T00:56,FAT_BURN,1
2023-09-22T00:57,FAT_BURN,1
2023-09-22T01:17,FAT_BURN,1
2023-09-22T01:18,FAT_BURN,1
2023-09-22T01:19,FAT_BURN,1
2023-09-22T01:49,FAT_BURN,1
2023-09-22T01:50,CARDIO,2
2023-09-22T01:51,CARDIO,2
2023-09-22T09:02,FAT_BURN,1
2023-09-22T09:03,FAT_BURN,1
2023-09-22T09:04,FAT_BURN,1
2023-09-22T09:05,FAT_BURN,1
2023-09-22T09:06,CARDIO,2
2023-09-22T09:07,FAT_BURN,1
2023-09-22T09:08,FAT_BURN,1
2023-09-22T09:09,FAT_BURN,1
2023-09-22T09:10,FAT_BURN,1
2023-09-22T09:11,FAT_BURN,1
2023-09-22T09:12,FAT_BURN,1
2023-09-22T09:13,CARDIO,2
2023-09-22T09:14,CARDIO,2
2023-09-22T09:15,CARDIO,2
2023-09-22T09:16,FAT_BURN,1
2023-09-22T09:17,FAT_BURN,1
2023-09-22T09:18,CARDIO,2
2023-09-22T09:19,CARDIO,2
2023-09-22T09:20,CARDIO,2
2023-09-22T09:21,CARDIO,2
2023-09-22T09:22,FAT_BURN,1
2023-09-22T09:23,FAT_BURN,1
2023-09-22T09:24,FAT_BURN,1
2023-09-22T09:25,CARDIO,2
2023-09-22T09:26,CARDIO,2
2023-09-22T09:27,FAT_BURN,1
2023-09-22T09:28,FAT_BURN,1
2023-09-22T11:20,FAT_BURN,1
2023-09-22T11:21,FAT_BURN,1
2023-09-22T13:01,FAT_BURN,1
2023-09-22T13:02,FAT_BURN,1
2023-09-22T13:03,FAT_BURN,1
2023-09-22T13:04,FAT_BURN,1
2023-09-22T13:05,FAT_BURN,1
2023-09-22T13:06,FAT_BURN,1
2023-09-22T13:07,FAT_BURN,1
2023-09-22T13:08,FAT_BURN,1
2023-09-22T15:07,FAT_BURN,1
2023-09-22T15:11,FAT_BURN,1
2023-09-22T15:12,FAT_BURN,1
2023-09-22T17:25,FAT_BURN,1
2023-09-22T17:26,FAT_BURN,1
2023-09-22T17:27,CARDIO,2
2023-09-22T17:28,FAT_BURN,1
2023-09-22T17:29,FAT_BURN,1
2023-09-22T17:30,FAT_BURN,1
2023-09-22T17:31,FAT_BURN,1
2023-09-22T17:32,CARDIO,2
2023-09-22T17:33,FAT_BURN,1
2023-09-22T17:34,CARDIO,2
2023-09-22T17:35,CARDIO,2
2023-09-22T17:36,FAT_BURN,1
2023-09-22T17:37,FAT_BURN,1
2023-09-22T18:27,FAT_BURN,1
2023-09-22T18:28,FAT_BURN,1
2023-09-22T18:29,FAT_BURN,1
2023-09-22T18:30,FAT_BURN,1
2023-09-22T18:31,FAT_BURN,1
2023-09-22T18:32,CARDIO,2
2023-09-22T18:33,CARDIO,2
2023-09-22T18:34,FAT_BURN,1
2023-09-22T18:35,FAT_BURN,1
2023-09-22T18:36,FAT_BURN,1
2023-09-22T18:37,FAT_BURN,1
2023-09-22T18:39,FAT_BURN,1
2023-09-22T18:41,FAT_BURN,1
2023-09-22T18:42,FAT_BURN,1
2023-09-22T18:43,FAT_BURN,1
2023-09-22T21:36,FAT_BURN,1
2023-09-22T21:38,FAT_BURN,1
2023-09-22T21:39,FAT_BURN,1
2023-09-22T21:40,CARDIO,2
2023-09-22T21:41,CARDIO,2
2023-09-22T21:42,FAT_BURN,1
2023-09-22T21:43,FAT_BURN,1
2023-09-22T21:44,FAT_BURN,1
2023-09-22T21:45,FAT_BURN,1
2023-09-22T21:46,FAT_BURN,1
2023-09-22T21:47,FAT_BURN,1
2023-09-22T21:48,CARDIO,2
2023-09-22T21:49,CARDIO,2
2023-09-22T21:50,CARDIO,2
2023-09-22T21:51,CARDIO,2
2023-09-22T21:52,CARDIO,2
2023-09-22T21:53,PEAK,2
2023-09-22T21:54,CARDIO,2
2023-09-22T21:55,CARDIO,2
2023-09-22T21:56,CARDIO,2
2023-09-22T21:57,CARDIO,2
2023-09-22T21:58,FAT_BURN,1
2023-09-22T21:59,FAT_BURN,1
2023-09-22T22:00,FAT_BURN,1
2023-09-22T22:01,FAT_BURN,1
2023-09-22T22:02,FAT_BURN,1
2023-09-22T22:03,FAT_BURN,1
2023-09-22T22:04,FAT_BURN,1
2023-09-22T22:05,CARDIO,2
2023-09-22T22:06,CARDIO,2
2023-09-22T22:07,FAT_BURN,1
2023-09-22T22:08,FAT_BURN,1
2023-09-22T22:09,CARDIO,2
2023-09-22T22:10,CARDIO,2
2023-09-22T22:11,CARDIO,2
2023-09-22T22:12,CARDIO,2
2023-09-22T22:13,CARDIO,2
2023-09-22T22:14,CARDIO,2
2023-09-22T22:15,CARDIO,2
2023-09-22T22:16,CARDIO,2
2023-09-22T22:17,FAT_BURN,1
2023-09-22T22:18,FAT_BURN,1
2023-09-22T22:19,FAT_BURN,1
2023-09-22T22:20,FAT_BURN,1
2023-09-22T22:21,FAT_BURN,1
2023-09-22T22:22,FAT_BURN,1
2023-09-22T22:23,FAT_BURN,1
2023-09-22T22:24,FAT_BURN,1
2023-09-22T22:25,FAT_BURN,1
2023-09-22T22:26,FAT_BURN,1
2023-09-22T22:27,FAT_BURN,1
2023-09-22T22:28,FAT_BURN,1
2023-09-22T22:29,FAT_BURN,1
2023-09-22T22:30,FAT_BURN,1
2023-09-22T22:31,FAT_BURN,1
2023-09-22T22:32,FAT_BURN,1
2023-09-22T22:33,CARDIO,2
2023-09-22T22:34,FAT_BURN,1
2023-09-22T22:35,FAT_BURN,1
2023-09-22T22:36,FAT_BURN,1
2023-09-22T22:37,FAT_BURN,1
2023-09-22T22:38,FAT_BURN,1
2023-09-22T22:39,FAT_BURN,1
2023-09-22T22:40,FAT_BURN,1
2023-09-22T22:41,FAT_BURN,1
2023-09-22T22:42,FAT_BURN,1
2023-09-22T22:43,FAT_BURN,1
2023-09-22T22:44,FAT_BURN,1
2023-09-22T22:45,FAT_BURN,1
2023-09-22T22:46,FAT_BURN,1
2023-09-22T22:47,FAT_BURN,1
2023-09-22T22:48,FAT_BURN,1
2023-09-22T22:49,FAT_BURN,1
2023-09-22T22:50,FAT_BURN,1
2023-09-22T22:51,FAT_BURN,1
2023-09-22T22:52,FAT_BURN,1
2023-09-22T22:53,FAT_BURN,1
2023-09-22T22:54,FAT_BURN,1
2023-09-22T22:55,FAT_BURN,1
2023-09-22T22:56,FAT_BURN,1
2023-09-22T22:57,FAT_BURN,1
2023-09-22T22:58,FAT_BURN,1
2023-09-22T22:59,FAT_BURN,1
2023-09-22T23:00,FAT_BURN,1
2023-09-22T23:01,FAT_BURN,1
2023-09-22T23:02,FAT_BURN,1
2023-09-22T23:04,FAT_BURN,1
2023-09-22T23:05,FAT_BURN,1
2023-09-22T23:06,FAT_BURN,1
2023-09-22T23:07,FAT_BURN,1
2023-09-22T23:08,FAT_BURN,1
2023-09-22T23:09,FAT_BURN,1
2023-09-22T23:10,FAT_BURN,1
2023-09-22T23:11,FAT_BURN,1
2023-09-22T23:13,FAT_BURN,1
2023-09-22T23:14,FAT_BURN,1
2023-09-22T23:27,FAT_BURN,1
2023-09-22T23:28,FAT_BURN,1
2023-09-22T23:31,FAT_BURN,1
2023-09-22T23:32,FAT_BURN,1
2023-09-22T23:37,FAT_BURN,1
2023-09-22T23:38,FAT_BURN,1
2023-09-22T23:40,FAT_BURN,1
2023-09-22T23:41,FAT_BURN,1
2023-09-22T23:42,FAT_BURN,1
2023-09-22T23:44,FAT_BURN,1
2023-09-23T00:17,FAT_BURN,1
2023-09-23T00:21,FAT_BURN,1
2023-09-23T00:29,FAT_BURN,1
2023-09-23T00:30,FAT_BURN,1
2023-09-23T00:31,FAT_BURN,1
2023-09-23T00:32,CARDIO,2
2023-09-23T00:33,CARDIO,2
2023-09-23T00:34,PEAK,2
2023-09-23T00:35,PEAK,2
2023-09-23T00:36,FAT_BURN,1
2023-09-23T00:37,FAT_BURN,1
2023-09-23T00:38,FAT_BURN,1
2023-09-23T00:39,FAT_BURN,1
2023-09-23T10:22,FAT_BURN,1
2023-09-23T10:23,FAT_BURN,1
2023-09-23T14:36,FAT_BURN,1
2023-09-23T14:37,FAT_BURN,1
2023-09-23T14:38,FAT_BURN,1
2023-09-23T14:39,FAT_BURN,1
2023-09-23T14:40,FAT_BURN,1
2023-09-23T14:55,FAT_BURN,1
2023-09-23T17:28,FAT_BURN,1
2023-09-23T17:29,FAT_BURN,1
2023-09-23T17:30,FAT_BURN,1
2023-09-23T17:31,FAT_BURN,1
2023-09-23T17:32,FAT_BURN,1
2023-09-23T17:33,FAT_BURN,1
2023-09-23T17:34,FAT_BURN,1
2023-09-23T17:48,FAT_BURN,1
2023-09-23T21:44,FAT_BURN,1
2023-09-23T21:47,FAT_BURN,1
2023-09-23T21:48,FAT_BURN,1
2023-09-23T21:49,FAT_BURN,1
2023-09-23T21:52,FAT_BURN,1
2023-09-23T21:53,FAT_BURN,1
2023-09-23T21:54,FAT_BURN,1
2023-09-23T21:55,FAT_BURN,1
2023-09-23T23:02,FAT_BURN,1
2023-09-23T23:03,FAT_BURN,1
2023-09-23T23:05,FAT_BURN,1
2023-09-23T23:06,FAT_BURN,1
2023-09-23T23:12,FAT_BURN,1
2023-09-23T23:14,FAT_BURN,1
2023-09-23T23:15,FAT_BURN,1
2023-09-23T23:16,CARDIO,2
2023-09-23T23:17,CARDIO,2
2023-09-23T23:18,CARDIO,2
2023-09-24T00:40,FAT_BURN,1
2023-09-24T01:01,FAT_BURN,1
2023-09-24T01:02,CARDIO,2
2023-09-24T01:03,FAT_BURN,1
2023-09-24T09:35,FAT_BURN,1
2023-09-24T09:36,FAT_BURN,1
2023-09-24T09:37,FAT_BURN,1
2023-09-24T10:34,FAT_BURN,1
2023-09-24T10:38,FAT_BURN,1
2023-09-24T10:39,FAT_BURN,1
2023-09-24T11:03,FAT_BURN,1
2023-09-24T11:06,FAT_BURN,1
2023-09-24T11:07,FAT_BURN,1
2023-09-24T11:08,FAT_BURN,1
2023-09-24T12:59,FAT_BURN,1
2023-09-24T14:37,FAT_BURN,1
2023-09-24T14:38,FAT_BURN,1
2023-09-24T14:39,FAT_BURN,1
2023-09-24T14:42,FAT_BURN,1
2023-09-24T17:37,FAT_BURN,1
2023-09-24T17:38,FAT_BURN,1
2023-09-24T18:28,FAT_BURN,1
2023-09-24T18:41,FAT_BURN,1
2023-09-24T18:42,FAT_BURN,1
2023-09-24T18:43,FAT_BURN,1
2023-09-24T19:03,FAT_BURN,1
2023-09-24T19:04,FAT_BURN,1
2023-09-24T19:53,FAT_BURN,1
2023-09-24T21:15,FAT_BURN,1
2023-09-24T21:16,FAT_BURN,1
2023-09-24T21:26,FAT_BURN,1
2023-09-24T21:27,FAT_BURN,1
2023-09-24T21:28,FAT_BURN,1
2023-09-24T21:29,FAT_BURN,1
2023-09-24T21:45,FAT_BURN,1
2023-09-24T21:46,FAT_BURN,1
2023-09-24T21:50,FAT_BURN,1
2023-09-24T21:51,FAT_BURN,1
2023-09-24T21:52,FAT_BURN,1
2023-09-24T21:53,FAT_BURN,1
2023-09-24T21:54,FAT_BURN,1
2023-09-24T21:55,FAT_BURN,1
2023-09-24T21:56,FAT_BURN,1
2023-09-24T21:57,FAT_BURN,1
2023-09-24T21:58,FAT_BURN,1
2023-09-24T21:59,FAT_BURN,1
2023-09-24T22:00,FAT_BURN,1
2023-09-24T22:01,FAT_BURN,1
2023-09-24T22:02,FAT_BURN,1
2023-09-24T22:03,FAT_BURN,1
2023-09-24T22:04,FAT_BURN,1
2023-09-24T22:05,FAT_BURN,1
2023-09-24T22:06,CARDIO,2
2023-09-24T22:15,FAT_BURN,1
2023-09-24T22:29,FAT_BURN,1
2023-09-24T22:30,FAT_BURN,1
2023-09-24T22:31,FAT_BURN,1
2023-09-25T02:04,FAT_BURN,1
2023-09-25T02:16,FAT_BURN,1
2023-09-25T02:20,FAT_BURN,1
2023-09-25T09:21,FAT_BURN,1
2023-09-25T09:22,FAT_BURN,1
2023-09-25T09:23,FAT_BURN,1
2023-09-25T09:24,FAT_BURN,1
2023-09-25T09:26,FAT_BURN,1
2023-09-25T09:27,FAT_BURN,1
2023-09-25T09:28,FAT_BURN,1
2023-09-25T09:29,FAT_BURN,1
2023-09-25T09:35,FAT_BURN,1
2023-09-25T09:36,FAT_BURN,1
2023-09-25T14:40,FAT_BURN,1
2023-09-25T17:09,FAT_BURN,1
2023-09-25T19:24,FAT_BURN,1
2023-09-25T19:25,FAT_BURN,1
2023-09-25T19:26,FAT_BURN,1
2023-09-25T19:27,FAT_BURN,1
2023-09-25T19:28,FAT_BURN,1
2023-09-25T20:53,FAT_BURN,1
2023-09-25T23:01,FAT_BURN,1
2023-09-26T00:36,FAT_BURN,1
2023-09-26T00:37,FAT_BURN,1
2023-09-26T00:47,FAT_BURN,1
2023-09-26T09:44,FAT_BURN,1
2023-09-26T09:45,FAT_BURN,1
2023-09-26T09:46,FAT_BURN,1
2023-09-26T09:47,FAT_BURN,1
2023-09-26T09:48,FAT_BURN,1
2023-09-26T09:49,FAT_BURN,1
2023-09-26T09:50,FAT_BURN,1
2023-09-26T09:51,FAT_BURN,1
2023-09-26T10:02,FAT_BURN,1
2023-09-26T10:03,FAT_BURN,1
2023-09-26T11:27,FAT_BURN,1
2023-09-26T11:28,FAT_BURN,1
2023-09-26T14:17,FAT_BURN,1
2023-09-26T14:20,FAT_BURN,1
2023-09-26T14:21,FAT_BURN,1
2023-09-26T14:22,FAT_BURN,1
2023-09-26T14:24,FAT_BURN,1
2023-09-26T14:25,FAT_BURN,1
2023-09-26T14:26,CARDIO,2
2023-09-26T14:27,FAT_BURN,1
2023-09-26T14:28,FAT_BURN,1
2023-09-26T14:29,FAT_BURN,1
2023-09-26T14:30,FAT_BURN,1
2023-09-26T14:31,FAT_BURN,1
2023-09-26T14:32,FAT_BURN,1
2023-09-26T14:33,FAT_BURN,1
2023-09-26T14:34,FAT_BURN,1
2023-09-26T17:02,FAT_BURN,1
2023-09-26T17:03,FAT_BURN,1
2023-09-26T19:30,FAT_BURN,1
2023-09-26T19:31,FAT_BURN,1
2023-09-26T19:32,FAT_BURN,1
2023-09-26T19:33,FAT_BURN,1
2023-09-26T19:34,FAT_BURN,1
2023-09-26T19:35,FAT_BURN,1
2023-09-26T19:36,FAT_BURN,1
2023-09-26T19:37,FAT_BURN,1
2023-09-26T19:38,FAT_BURN,1
2023-09-26T19:39,FAT_BURN,1
2023-09-26T19:40,FAT_BURN,1
2023-09-26T19:41,FAT_BURN,1
2023-09-26T19:42,FAT_BURN,1
2023-09-26T19:43,FAT_BURN,1
2023-09-26T20:25,FAT_BURN,1
2023-09-26T20:26,FAT_BURN,1
2023-09-26T20:27,FAT_BURN,1
2023-09-26T20:28,CARDIO,2
2023-09-26T20:29,CARDIO,2
2023-09-27T09:10,FAT_BURN,1
2023-09-27T09:11,FAT_BURN,1
2023-09-27T09:12,FAT_BURN,1
2023-09-27T09:13,FAT_BURN,1
2023-09-27T09:16,FAT_BURN,1
2023-09-27T09:17,FAT_BURN,1
2023-09-27T09:18,FAT_BURN,1
2023-09-27T09:19,FAT_BURN,1
2023-09-27T09:20,FAT_BURN,1
2023-09-27T09:21,FAT_BURN,1
2023-09-27T09:22,FAT_BURN,1
2023-09-27T09:23,FAT_BURN,1
2023-09-27T09:24,FAT_BURN,1
2023-09-27T09:25,FAT_BURN,1
2023-09-27T11:41,FAT_BURN,1
2023-09-27T11:42,FAT_BURN,1
2023-09-27T11:43,FAT_BURN,1
2023-09-27T13:43,FAT_BURN,1
2023-09-27T14:58,FAT_BURN,1
2023-09-27T14:59,FAT_BURN,1
2023-09-27T15:00,FAT_BURN,1
2023-09-27T15:01,FAT_BURN,1
2023-09-27T15:02,FAT_BURN,1
2023-09-27T15:03,FAT_BURN,1
2023-09-27T15:04,FAT_BURN,1